2.03	3.95
2.06	-3.52
2.08	2.73
2.1	0.46
2.13	-3.37
2.15	4.51
2.17	-3.48
2.2	2.58
2.22	0.48
2.25	-2.42
2.27	4.52
2.3	-4.46
2.32	3.56
2.34	-2.48
2.37	1.57
2.39	0.52
2.42	-1.43
2.44	3.53
2.47	-4.43
2.49	3.56
2.52	-4.44
2.54	4.57
2.57	-4.44
2.59	3.58
2.61	-4.44
2.64	2.58
2.66	-3.44
2.69	2.59
2.71	-1.43
2.74	1.6
2.76	-0.43
2.79	-0.4
2.81	0.57
2.84	-1.4
2.86	1.58
2.89	-2.39
2.91	2.58
2.94	-3.39
2.96	3.59
2.98	-3.4
3.01	3.59
3.04	-4.4
3.06	4.6
3.09	-4.4
3.11	4.6
3.14	-4.4
3.16	4.61
3.18	-4.39
3.21	3.61
3.23	-4.39
3.26	3.61
3.28	-3.39
3.31	3.62
3.33	-3.39
3.36	2.62
3.38	-2.39
3.41	2.63
3.43	-2.39
3.46	1.63
3.48	-1.39
3.51	0.63
3.53	-0.38
3.56	0.63
3.58	0.62
3.61	-0.37
3.63	0.62
3.66	-1.36
3.68	1.62
3.71	-2.36
3.73	2.63
3.76	-3.36
3.78	2.63
3.81	-3.35
3.83	3.64
3.86	-4.35
3.88	3.64
3.91	-4.35
3.93	3.65
3.95	-4.35
3.98	4.65
4	-4.34
4.03	4.66
4.05	-4.34
4.08	4.66
4.1	-4.34
4.13	3.67
4.15	-4.34
4.18	3.67
4.2	-3.33
4.23	3.68
4.25	-3.33
4.28	2.68
4.3	-2.33
4.33	2.68
4.35	-2.32
4.38	1.69
4.4	-1.32
4.43	0.69
4.45	-0.32
4.48	-0.31
4.5	0.69
4.53	-0.3
4.55	0.69
4.58	-1.3
4.6	1.69
4.63	-2.3
4.65	2.69
4.68	-3.3
4.7	2.7
4.72	-3.29
4.75	3.7
4.77	-4.29
4.8	3.7
4.82	-4.29
4.85	4.71
4.87	-4.29
4.9	4.71
4.92	-4.29
4.95	3.71
4.97	-4.29
5	4.72
5.02	-4.29
5.05	3.72
5.07	-4.28
5.1	2.72
5.12	-3.28
5.15	2.72
5.17	-2.28
5.2	1.72
5.22	-1.28
5.25	1.73
5.27	-1.28
5.3	0.73
5.32	-0.28
5.34	-0.27
5.37	0.72
5.4	-1.27
5.42	1.73
5.44	-2.27
5.47	1.73
5.49	-2.26
5.52	2.73
5.54	-4.26
5.57	2.73
5.59	-4.26
5.62	3.74
5.64	-4.26
5.67	3.74
5.69	-4.26
5.72	3.74
5.74	-4.26
5.77	4.74
5.79	-4.25
5.82	3.75
5.84	-5.25
5.87	3.75
5.89	-4.25
5.92	3.75
5.94	-4.25
5.97	3.75
5.99	-3.25
6.02	3.76
6.04	-3.24
6.07	2.76
6.09	-2.24
6.11	1.76
6.14	-1.24
6.17	0.76
6.19	-1.24
6.22	0.77
6.24	-0.24
6.26	-1.23
6.29	0.77
6.32	-1.23
6.34	0.77
6.36	-2.22
6.39	1.77
6.41	-3.22
6.44	2.77
6.46	-3.22
6.49	3.78
6.51	-4.22
6.54	3.78
6.56	-4.22
6.59	3.78
6.61	-4.21
6.64	3.79
6.66	-5.21
6.69	4.79
6.71	-5.21
6.74	3.79
6.76	-4.21
6.79	3.79
6.81	-4.22
6.84	3.79
6.86	-4.22
6.89	3.79
6.91	-3.22
6.94	3.78
6.96	-3.22
6.99	2.78
7.01	-2.22
7.03	1.78
7.06	-1.22
7.09	0.78
7.11	-1.22
7.13	-0.22
7.16	-0.23
7.18	-0.22
7.21	0.77
7.23	-1.23
7.26	1.77
7.28	-1.23
7.31	1.77
7.33	-2.23
7.36	2.77
7.38	-3.23
7.41	2.76
7.43	-3.23
7.46	3.76
7.48	-4.24
7.51	3.76
7.53	-4.24
7.56	4.76
7.58	-5.24
7.61	4.76
7.63	-5.24
7.66	4.76
7.68	-4.24
7.71	4.76
7.73	-4.24
7.76	3.76
7.78	-4.25
7.8	3.76
7.83	-3.25
7.86	3.75
7.88	-3.25
7.9	2.75
7.93	-2.25
7.95	1.75
7.98	-2.25
8	0.75
8.03	-1.25
8.05	0.75
8.08	-0.25
8.1	-0.25
8.13	0.74
8.15	-1.25
8.18	1.74
8.2	-2.25
8.23	1.74
8.25	-2.25
8.28	2.74
8.3	-3.26
8.33	3.74
8.35	-4.26
8.38	3.74
8.4	-4.26
8.43	3.74
8.45	-4.26
8.48	4.74
8.5	-5.26
8.52	4.74
8.55	-5.26
8.57	3.74
8.6	-4.26
8.63	2.75
8.65	-12.24
8.67	-26.15
8.7	-79.93
8.72	-139.48
8.75	-208.78
8.77	-254.89
8.8	-293.85
8.82	-331.68
8.85	-362.39
8.87	-372.05
8.9	-376.7
8.92	-378.34
8.95	-378.98
8.97	-379.63
9	-378.29
9.02	-377.95
9.05	-378.61
9.07	-378.28
9.1	-377.96
9.12	-376.64
9.15	-375.33
9.17	-374.03
9.2	-372.74
9.22	-371.46
9.25	-370.19
9.27	-368.93
9.3	-367.67
9.32	-366.43
9.35	-364.19
9.37	-362.97
9.4	-359.76
9.42	-356.56
9.45	-342.39
9.47	-256.4
9.5	-129.88
9.52	-41.67
9.55	-4.63
9.57	11.34
9.6	32.25
9.62	35.13
9.65	39.01
9.67	37.89
9.7	40.76
9.72	37.63
9.75	41.51
9.77	36.38
9.8	41.26
9.82	35.14
9.85	42.01
9.87	34.9
9.89	41.77
9.92	33.66
9.94	41.53
9.97	33.42
9.99	42.3
10.02	33.18
10.04	41.07
10.07	32.95
10.09	41.84
10.12	32.73
10.14	41.61
10.17	32.5
10.19	41.39
10.22	32.28
10.24	41.17
10.27	32.06
10.29	40.95
10.32	31.84
10.34	40.73
10.37	30.63
10.39	40.52
10.42	31.42
10.44	40.31
10.47	31.21
10.49	39.1
10.52	31
10.54	39.9
10.57	30.8
10.59	38.7
10.62	30.6
10.64	38.5
10.67	31.4
10.69	38.3
10.72	31.2
10.74	38.1
10.77	31
10.79	37.91
10.82	30.81
10.84	36.72
10.87	30.62
10.89	36.53
10.92	31.43
10.94	36.34
10.97	31.25
10.99	36.16
11.02	31.06
11.04	35.97
11.07	30.88
11.09	34.79
11.11	30.7
11.14	34.61
11.17	31.52
11.19	33.44
11.22	31.35
11.24	33.26
11.27	31.17
11.29	33.09
11.31	32
11.34	32.92
11.36	31.83
11.39	31.75
11.41	31.66
11.44	31.58
11.46	32.49
11.49	30.41
11.51	32.33
11.54	30.25
11.56	32.17
11.59	30.09
11.61	32
11.64	29.93
11.66	32.85
11.69	28.77
11.71	32.69
11.74	28.61
11.76	32.53
11.79	28.45
11.81	33.38
11.84	27.3
11.86	33.22
11.89	27.15
11.91	33.07
11.94	27
11.96	32.92
11.99	26.85
12.01	33.77
12.04	25.7
12.06	33.62
12.09	25.55
12.11	33.48
12.14	25.41
12.16	33.33
12.19	25.26
12.21	33.19
12.24	24.12
12.26	33.05
12.29	23.98
12.31	32.91
12.34	24.84
12.36	33.77
12.39	23.7
12.41	32.64
12.44	23.57
12.46	32.5
12.49	24.43
12.51	32.37
12.53	23.3
12.56	32.23
12.59	23.17
12.61	32.1
12.64	24.04
12.66	31.97
12.69	23.91
12.71	31.84
12.73	23.78
12.76	31.71
12.78	23.65
12.81	30.59
12.83	23.52
12.86	30.46
12.88	23.4
12.91	30.34
12.93	23.27
12.96	30.21
12.98	24.15
13.01	29.09
13.03	25.03
13.06	28.97
13.08	24.91
13.11	27.85
13.13	24.79
13.16	27.73
13.18	25.67
13.21	27.61
13.23	25.55
13.26	27.5
13.28	25.44
13.31	26.38
13.33	26.32
13.36	26.27
13.38	26.21
13.41	26.15
13.43	26.09
13.46	25.04
13.48	25.98
13.51	24.93
13.53	26.87
13.56	24.82
13.58	26.76
13.61	23.71
13.63	26.65
13.66	23.6
13.68	27.54
13.71	23.49
13.73	27.43
13.76	22.38
13.78	27.33
13.81	22.28
13.83	28.22
13.86	22.17
13.88	27.12
13.9	21.07
13.93	28.01
13.96	21.96
13.98	27.91
14.01	20.86
14.03	27.81
14.06	20.76
14.08	27.71
14.1	20.66
14.13	27.61
14.15	20.56
14.18	28.51
14.2	20.46
14.23	28.41
14.26	20.36
14.28	28.31
14.31	19.26
14.33	28.21
14.35	19.17
14.38	28.12
14.4	19.07
14.43	28.02
14.45	18.97
14.48	27.93
14.5	18.88
14.53	27.83
14.55	18.79
14.58	27.74
14.6	18.69
14.63	27.65
14.65	19.6
14.68	27.55
14.7	19.51
14.73	27.46
14.75	19.42
14.78	27.37
14.8	19.33
14.83	27.28
14.85	19.24
14.88	26.19
14.9	19.15
14.93	26.11
14.95	20.06
14.98	26.02
15	19.97
15.03	24.93
15.05	19.89
15.08	25.85
15.1	19.8
15.13	24.76
15.15	20.72
15.18	24.67
15.2	20.63
15.23	24.59
15.25	20.55
15.28	24.51
15.3	20.46
15.33	23.42
15.35	21.38
15.38	23.34
15.4	21.3
15.43	22.26
15.45	21.22
15.48	22.18
15.5	22.13
15.52	22.1
15.55	21.05
15.57	21.02
15.6	21.97
15.63	20.94
15.65	22.89
15.68	20.86
15.7	22.82
15.72	19.78
15.75	22.74
15.77	19.7
15.8	22.66
15.82	19.62
15.85	23.58
15.87	19.55
15.9	23.51
15.92	18.47
15.95	23.43
15.97	18.39
16	24.36
16.02	18.32
16.05	24.28
16.07	18.24
16.1	24.21
16.12	17.17
16.15	24.13
16.17	17.1
16.2	24.06
16.22	17.02
16.25	23.99
16.27	16.95
16.3	23.91
16.32	16.88
16.35	24.84
16.37	15.81
16.4	24.77
16.42	15.74
16.45	24.7
