Tempo (s);  Valore Fotoresistenza
23.52;       839.00
23.63;       839.00
23.75;       839.00
23.81;       839.00
23.92;       839.00
24.03;       839.00
24.08;       839.00
24.20;       839.00
24.31;       839.00
24.37;       839.00
24.48;       839.00
24.60;       839.00
24.66;       839.00
24.79;       839.00
24.84;       839.00
24.95;       839.00
25.07;       839.00
25.12;       839.00
25.23;       839.00
25.35;       839.00
25.41;       839.00
25.52;       839.00
25.65;       839.00
25.71;       839.00
25.82;       839.00
25.88;       839.00
25.99;       839.00
26.10;       839.00
26.16;       839.00
26.27;       839.00
26.39;       839.00
26.45;       839.00
26.58;       839.00
26.63;       839.00
26.75;       839.00
26.82;       839.00
26.90;       839.00
27.02;       839.00
27.09;       839.00
27.21;       839.00
27.28;       839.00
27.41;       839.00
27.47;       839.00
27.60;       839.00
27.66;       839.00
27.79;       839.00
27.85;       839.00
27.98;       839.00
28.04;       839.00
28.17;       839.00
28.23;       839.00
28.36;       837.00
28.41;       835.00
28.52;       835.00
28.63;       835.00
28.70;       835.00
28.81;       837.00
28.94;       839.00
28.99;       839.00
29.11;       839.00
29.16;       839.00
29.30;       839.00
29.36;       839.00
29.48;       839.00
29.54;       839.00
29.69;       839.00
29.78;       839.00
29.84;       839.00
29.91;       839.00
30.02;       839.00
30.13;       839.00
30.19;       839.00
30.30;       839.00
30.41;       839.00
30.47;       839.00
30.58;       839.00
30.69;       839.00
30.75;       839.00
30.86;       839.00
30.93;       839.00
31.05;       839.00
31.17;       839.00
31.23;       839.00
31.34;       839.00
31.40;       839.00
31.51;       839.00
31.64;       839.00
31.70;       839.00
31.82;       839.00
31.87;       839.00
31.99;       839.00
32.10;       839.00
32.15;       839.00
32.28;       839.00
32.39;       839.00
32.44;       839.00
32.57;       839.00
32.63;       839.00
32.74;       839.00
32.85;       839.00
32.91;       839.00
33.02;       839.00
33.13;       839.00
33.19;       839.00
33.30;       839.00
33.41;       839.00
33.47;       839.00
33.60;       839.00
33.66;       839.00
33.77;       839.00
33.89;       839.00
33.94;       839.00
34.06;       839.00
34.17;       839.00
34.22;       839.00
34.33;       839.00
34.45;       839.00
34.52;       839.00
34.64;       839.00
34.70;       839.00
34.82;       839.00
34.87;       839.00
34.99;       839.00
35.10;       839.00
35.17;       839.00
35.28;       839.00
35.34;       839.00
35.45;       839.00
35.56;       839.00
35.62;       839.00
35.74;       839.00
35.85;       839.00
35.91;       839.00
36.02;       839.00
36.13;       839.00
36.19;       839.00
36.30;       839.00
36.41;       839.00
36.47;       839.00
36.60;       839.00
36.65;       839.00
36.76;       839.00
36.88;       839.00
36.93;       839.00
37.05;       839.00
37.16;       839.00
37.22;       839.00
37.34;       839.00
37.40;       839.00
37.53;       839.00
37.64;       839.00
37.70;       839.00
37.82;       839.00
37.87;       839.00
37.98;       839.00
38.10;       839.00
38.15;       839.00
38.27;       839.00
38.39;       839.00
38.45;       839.00
38.58;       839.00
38.64;       839.00
38.77;       839.00
38.85;       839.00
38.91;       839.00
39.04;       839.00
39.11;       839.00
39.23;       839.00
39.30;       839.00
39.42;       839.00
39.49;       839.00
39.61;       839.00
39.66;       839.00
39.79;       839.00
39.85;       839.00
39.98;       839.00
40.04;       839.00
40.16;       837.00
40.24;       835.00
40.35;       835.00
40.41;       835.00
40.52;       835.00
40.63;       837.00
40.69;       839.00
40.80;       839.00
40.92;       839.00
40.98;       839.00
41.10;       839.00
41.15;       839.00
41.30;       839.00
41.38;       839.00
41.44;       839.00
41.56;       839.00
41.62;       839.00
41.73;       839.00
41.84;       839.00
41.90;       839.00
42.02;       839.00
42.11;       839.00
42.22;       839.00
42.28;       839.00
42.39;       839.00
42.50;       839.00
42.56;       839.00
42.67;       839.00
42.77;       839.00
42.89;       839.00
42.95;       839.00
43.07;       839.00
43.14;       839.00
43.25;       839.00
43.31;       839.00
43.44;       839.00
43.50;       839.00
43.61;       839.00
43.72;       839.00
43.78;       839.00
43.89;       839.00
44.00;       839.00
44.06;       839.00
44.18;       839.00
44.30;       839.00
44.35;       839.00
44.47;       839.00
44.59;       839.00
44.64;       839.00
44.76;       839.00
44.82;       839.00
44.93;       839.00
45.04;       839.00
45.10;       839.00
45.21;       839.00
45.33;       839.00
45.39;       839.00
45.50;       839.00
45.61;       839.00
45.67;       839.00
45.78;       839.00
45.84;       839.00
45.95;       839.00
46.06;       839.00
46.12;       839.00
46.23;       839.00
46.37;       839.00
46.42;       839.00
46.53;       839.00
46.59;       839.00
46.70;       839.00
46.81;       839.00
46.88;       839.00
47.00;       839.00
47.11;       839.00
47.17;       839.00
47.28;       839.00
47.34;       839.00
47.46;       839.00
47.53;       839.00
47.81;       839.00
47.96;       839.00
48.03;       839.00
48.09;       839.00
48.15;       839.00
48.21;       839.00
48.27;       839.00
48.33;       839.00
48.39;       839.00
48.50;       839.00
48.56;       839.00
48.68;       839.00
48.80;       839.00
48.85;       839.00
48.97;       839.00
49.05;       839.00
49.16;       839.00
49.22;       839.00
49.34;       839.00
49.44;       839.00
49.51;       839.00
49.59;       839.00
49.75;       839.00
49.83;       839.00
49.89;       839.00
50.00;       839.00
50.06;       839.00
50.19;       839.00
50.25;       839.00
50.38;       839.00
50.44;       839.00
50.57;       839.00
50.63;       839.00
50.76;       839.00
50.83;       839.00
50.95;       839.00
51.02;       839.00
51.14;       839.00
51.32;       839.00
51.37;       839.00
51.42;       839.00
51.48;       839.00
51.59;       839.00
51.71;       839.00
51.76;       839.00
51.84;       839.00
51.95;       839.00
52.06;       837.00
52.13;       835.00
52.26;       835.00
52.33;       835.00
52.44;       835.00
52.50;       837.00
52.62;       839.00
52.73;       839.00
52.79;       839.00
52.91;       839.00
52.96;       839.00
53.08;       839.00
53.20;       839.00
53.27;       839.00
53.36;       839.00
53.45;       839.00
53.56;       839.00
53.63;       839.00
53.78;       839.00
53.84;       839.00
53.91;       839.00
54.06;       839.00
