Tempo (s);  Valore Fotoresistenza
27.93;       839.00
28.04;       839.00
28.16;       839.00
28.22;       839.00
28.35;       839.00
28.41;       839.00
28.56;       839.00
28.61;       839.00
28.73;       839.00
28.80;       839.00
28.92;       839.00
28.99;       839.00
29.12;       839.00
29.18;       839.00
29.24;       839.00
29.37;       839.00
29.43;       839.00
29.56;       839.00
29.63;       839.00
29.75;       839.00
29.82;       839.00
29.94;       839.00
30.00;       839.00
30.13;       839.00
30.19;       839.00
30.32;       839.00
30.38;       839.00
30.51;       839.00
30.57;       839.00
30.70;       839.00
30.76;       839.00
30.89;       839.00
30.95;       839.00
31.11;       837.00
31.17;       835.00
31.23;       835.00
31.36;       835.00
31.46;       837.00
31.53;       839.00
31.60;       839.00
31.72;       839.00
31.78;       839.00
31.89;       839.00
32.00;       839.00
32.06;       839.00
32.17;       839.00
32.29;       839.00
32.34;       839.00
32.43;       839.00
32.57;       839.00
32.66;       839.00
32.74;       839.00
32.88;       839.00
32.95;       839.00
33.01;       839.00
33.12;       839.00
33.23;       839.00
33.29;       839.00
33.40;       839.00
33.53;       839.00
33.59;       839.00
33.71;       839.00
33.76;       839.00
33.87;       839.00
33.93;       839.00
34.04;       839.00
34.16;       839.00
34.22;       839.00
34.33;       839.00
34.44;       839.00
34.50;       839.00
34.61;       839.00
34.72;       839.00
34.78;       839.00
34.90;       839.00
35.02;       839.00
35.07;       839.00
35.19;       839.00
35.24;       839.00
35.36;       839.00
35.49;       839.00
35.54;       839.00
35.66;       839.00
35.72;       839.00
35.83;       839.00
35.95;       839.00
36.00;       839.00
36.11;       839.00
36.22;       839.00
36.28;       839.00
36.39;       839.00
36.51;       839.00
36.56;       839.00
36.68;       839.00
36.79;       839.00
36.85;       839.00
36.96;       839.00
37.07;       839.00
37.14;       839.00
37.25;       839.00
37.31;       837.00
37.42;       835.00
37.53;       835.00
37.59;       835.00
37.71;       837.00
37.82;       837.00
37.88;       839.00
37.99;       839.00
38.10;       839.00
38.16;       839.00
38.27;       839.00
38.40;       839.00
38.46;       839.00
38.57;       839.00
38.63;       839.00
38.74;       839.00
38.86;       839.00
38.92;       839.00
39.03;       839.00
39.14;       839.00
39.20;       839.00
39.31;       839.00
39.37;       839.00
39.49;       839.00
39.60;       839.00
39.66;       839.00
39.77;       839.00
39.88;       839.00
39.94;       839.00
40.05;       839.00
40.17;       839.00
40.23;       839.00
